region,gender,education,policy_type,vehicle_class,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,total_claim_amount
614,central,f,college,personal auto,sports car,15228,95140,126,0.0,45
615,central,f,high school or below,corporate auto,two-door car,3645,82477,90,0.0,432
617,east,f,high school or below,personal auto,four-door car,9388,75264,78,0.0,343
620,northeast,m,master,corporate auto,two-door car,2551,79751,63,0.0,392
621,central,m,high school or below,corporate auto,four-door car,5812,83318,72,0.0,346
622,northeast,f,master,personal auto,sports car,4065,26161,109,0.0,594
623,west,f,bachelor,corporate auto,four-door car,2841,30473,72,0.0,450
624,central,m,college,corporate auto,four-door car,6832,50472,87,0.0,281
625,central,m,master,personal auto,four-door car,5202,94186,64,0.0,135
626,central,m,high school or below,corporate auto,four-door car,5485,47611,69,0.0,594
627,west,m,high school or below,personal auto,four-door car,7673,37707,103,0.0,519
628,northeast,m,high school or below,corporate auto,four-door car,8272,91245,69,0.0,19
629,central,f,high school or below,personal auto,two-door car,3331,45944,83,0.0,183
631,northeast,f,bachelor,corporate auto,two-door car,2453,52785,61,0.0,46
632,northeast,f,high school or below,personal auto,four-door car,7920,59648,66,0.0,317
633,northeast,f,college,corporate auto,four-door car,3861,93272,95,0.0,281
634,central,m,bachelor,corporate auto,four-door car,5765,22134,72,0.0,446
635,east,f,high school or below,personal auto,four-door car,2594,37707,72,0.0,346
636,central,m,master,personal auto,two-door car,2882,87798,71,0.0,204
637,west,m,bachelor,personal auto,four-door car,2213,37707,63,0.0,306
638,west,f,master,personal auto,sports car,9430,43811,117,0.0,571
639,west,f,college,corporate auto,two-door car,6239,37707,91,0.0,655
640,central,f,bachelor,special auto,four-door car,7669,92456,95,0.0,456
641,west,f,high school or below,personal auto,four-door car,13771,59207,116,0.0,557
643,northeast,f,high school or below,personal auto,suv,13467,11432,119,0.0,571
644,central,f,college,personal auto,two-door car,8858,37707,80,0.0,81
648,central,m,college,personal auto,four-door car,5771,37707,83,0.0,946
651,central,m,bachelor,personal auto,four-door car,9125,99368,113,0.0,82
653,central,f,master,corporate auto,suv,15641,32370,130,0.0,488
654,central,f,master,personal auto,four-door car,2574,34990,65,0.0,43
655,west,f,high school or below,personal auto,two-door car,5320,25714,67,0.0,322
656,northeast,m,college,personal auto,two-door car,7496,61091,95,0.0,410
658,west,f,college,personal auto,four-door car,2606,60252,65,0.0,182
659,northeast,m,college,personal auto,four-door car,2707,80985,67,0.0,125
660,east,f,college,personal auto,two-door car,2795,39783,72,0.0,346
662,east,f,bachelor,personal auto,four-door car,5346,37707,72,0.0,346
665,central,m,bachelor,personal auto,four-door car,5528,36088,72,0.0,346
666,central,m,college,personal auto,suv,12128,29431,103,0.0,238
667,east,m,bachelor,personal auto,four-door car,5528,36088,72,0.0,346
668,northeast,m,college,personal auto,two-door car,6797,17937,65,0.0,312
669,central,f,bachelor,personal auto,four-door car,2867,23376,78,0.0,374
670,west,f,doctor,personal auto,two-door car,2396,21986,63,0.0,334
671,central,f,bachelor,corporate auto,four-door car,7094,23032,89,0.0,427
672,northeast,f,college,corporate auto,suv,4128,32114,104,0.0,445
673,west,m,bachelor,corporate auto,suv,4047,13330,117,0.0,562
674,west,f,college,personal auto,four-door car,4869,44934,61,0.0,358
680,northeast,m,college,personal auto,four-door car,5561,92678,70,0.0,35
681,central,f,bachelor,personal auto,four-door car,6098,74257,76,0.0,215
682,west,m,bachelor,special auto,four-door car,2860,99981,71,0.0,205
683,central,m,college,personal auto,four-door car,5994,37707,91,0.0,655
684,central,f,college,personal auto,two-door car,5635,19591,74,0.0,96
685,west,f,college,personal auto,suv,5067,29095,127,0.0,664
686,northeast,f,bachelor,corporate auto,four-door car,2263,37707,62,0.0,390
687,central,m,master,corporate auto,two-door car,14436,60880,119,0.0,110
688,central,f,bachelor,personal auto,two-door car,4928,61785,61,0.0,271
689,northeast,m,bachelor,special auto,suv,12037,44428,104,0.0,499
690,west,m,high school or below,personal auto,sports car,8565,95697,107,0.0,178
692,west,m,high school or below,personal auto,two-door car,5566,74720,70,0.0,201
693,west,f,bachelor,personal auto,four-door car,5147,22594,67,0.0,322
694,central,f,bachelor,personal auto,four-door car,2938,40987,73,0.0,329
695,central,m,high school or below,personal auto,suv,14433,24561,126,0.0,853
697,west,m,college,personal auto,four-door car,2452,65828,62,0.0,298
699,central,f,bachelor,personal auto,four-door car,5600,63621,70,0.0,445
700,central,m,college,corporate auto,suv,4016,10074,107,0.0,109
702,central,f,college,personal auto,four-door car,7343,37707,68,0.0,479
703,central,m,bachelor,corporate auto,two-door car,4805,23604,64,0.0,461
704,northeast,f,college,personal auto,two-door car,2736,99205,68,0.0,323
705,central,m,college,personal auto,two-door car,6941,37707,92,0.0,442
707,central,f,college,personal auto,four-door car,5381,55350,67,0.0,322
708,northeast,m,college,corporate auto,suv,8433,21052,111,0.0,454
709,northeast,f,high school or below,personal auto,four-door car,7557,37707,69,0.0,497
710,central,m,high school or below,corporate auto,four-door car,7787,24664,69,0.0,497
711,central,m,college,corporate auto,sports car,4788,45225,124,0.0,209
712,west,m,college,special auto,four-door car,9708,30430,86,0.0,426
713,west,f,bachelor,personal auto,two-door car,2552,35149,64,0.0,120
714,west,m,bachelor,personal auto,four-door car,5223,16513,71,0.0,341
715,central,m,high school or below,personal auto,four-door car,5010,10892,66,0.0,317
716,east,m,high school or below,personal auto,four-door car,5608,67176,72,0.0,346
717,northeast,m,college,personal auto,suv,4458,54704,113,0.0,468
718,northeast,m,doctor,personal auto,four-door car,8201,25381,71,0.0,341
719,northeast,f,high school or below,personal auto,four-door car,2746,37707,74,0.0,355
720,northeast,f,bachelor,corporate auto,four-door car,10216,18150,67,0.0,220
721,west,m,bachelor,personal auto,four-door car,2454,29735,69,0.0,331
722,central,f,college,personal auto,four-door car,5873,77156,73,0.0,446
723,northeast,f,college,personal auto,four-door car,3119,88782,78,0.0,358
724,west,f,college,personal auto,suv,5569,51489,139,0.0,237
725,west,f,bachelor,personal auto,suv,9030,16972,125,0.0,600
726,west,m,bachelor,personal auto,two-door car,7592,99359,95,0.0,233
729,west,f,bachelor,personal auto,two-door car,9446,93246,78,0.0,42
731,northeast,m,bachelor,personal auto,four-door car,9766,75651,81,0.0,375
732,central,f,doctor,personal auto,four-door car,7295,37707,67,0.0,322
733,northeast,f,doctor,special auto,four-door car,5683,36938,70,0.0,245
734,west,m,bachelor,personal auto,two-door car,6333,50843,82,0.0,394
735,west,f,bachelor,personal auto,four-door car,4917,21907,62,0.0,3
736,west,f,bachelor,personal auto,sports car,4798,77846,119,0.0,342
737,east,m,bachelor,personal auto,four-door car,5644,41043,72,0.0,346
738,central,f,high school or below,corporate auto,four-door car,9247,97030,76,0.0,417
740,central,f,college,personal auto,four-door car,8276,48197,106,0.0,509
742,central,m,high school or below,special auto,two-door car,14970,85297,93,0.0,620
743,northeast,f,master,personal auto,four-door car,9336,70177,115,0.0,226
745,northeast,m,college,corporate auto,four-door car,5687,63143,71,0.0,341
746,northeast,m,bachelor,personal auto,four-door car,8623,97361,73,0.0,350
747,central,m,high school or below,personal auto,sports car,5080,50052,130,0.0,624
748,central,f,bachelor,personal auto,four-door car,5623,11612,71,0.0,341
749,central,f,high school or below,personal auto,four-door car,5270,78115,65,0.0,255
750,west,f,master,personal auto,two-door car,8621,81947,71,0.0,204
754,northeast,f,high school or below,personal auto,two-door car,8693,97768,72,0.0,152
756,east,f,high school or below,corporate auto,two-door car,2396,39062,61,0.0,347
757,northeast,f,bachelor,personal auto,two-door car,5915,50217,74,0.0,355
759,central,m,college,personal auto,two-door car,6827,37707,68,0.0,490
761,central,f,high school or below,personal auto,two-door car,2888,62018,71,0.0,294
762,northeast,f,college,personal auto,two-door car,2252,37707,65,0.0,468
763,west,m,master,personal auto,four-door car,8459,57394,106,0.0,316
764,west,m,bachelor,corporate auto,two-door car,7478,23530,65,0.0,312
765,west,f,high school or below,personal auto,four-door car,3789,48887,95,0.0,456
766,northeast,f,master,personal auto,suv,5221,68867,129,0.0,619
767,west,f,college,corporate auto,four-door car,7130,12062,63,0.0,302
768,central,m,college,personal auto,suv,8514,59230,107,0.0,245
769,central,f,bachelor,personal auto,four-door car,5660,59586,72,0.0,91
770,east,f,bachelor,personal auto,two-door car,2638,79699,65,0.0,349
771,central,f,bachelor,personal auto,four-door car,5319,25134,67,0.0,322
772,northeast,f,college,personal auto,four-door car,4160,37707,61,0.0,293
773,northeast,f,college,personal auto,four-door car,2237,37707,61,0.0,293
776,central,f,bachelor,personal auto,four-door car,6987,37707,93,0.0,149
778,central,f,bachelor,personal auto,suv,4727,13037,124,0.0,839
780,west,f,bachelor,personal auto,suv,7247,37707,104,0.0,499
781,northeast,f,college,personal auto,four-door car,5138,78460,64,0.0,204
783,west,m,college,corporate auto,two-door car,5093,46922,64,0.0,403
784,west,m,college,corporate auto,four-door car,5800,60689,74,0.0,6
785,central,f,master,personal auto,four-door car,5507,37707,71,0.0,341
786,northeast,f,college,personal auto,four-door car,10485,61108,89,0.0,49
787,central,m,bachelor,personal auto,suv,8501,98003,107,0.0,449
789,central,f,high school or below,personal auto,two-door car,6503,22081,84,0.0,452
796,west,m,high school or below,corporate auto,two-door car,7989,58268,67,0.0,229
797,west,m,college,personal auto,four-door car,2270,37707,68,0.0,542
799,west,m,master,personal auto,four-door car,2922,63499,73,0.0,279
800,northeast,m,high school or below,corporate auto,four-door car,7613,36247,96,0.0,330
801,west,f,master,personal auto,four-door car,5827,30228,73,0.0,163
802,northeast,f,college,personal auto,two-door car,2601,37707,74,0.0,501
803,west,f,high school or below,personal auto,four-door car,8491,37707,116,0.0,1193
804,central,f,bachelor,personal auto,sports car,9779,99364,121,0.0,581
806,central,f,college,corporate auto,four-door car,10004,37707,94,0.0,807
808,central,f,college,corporate auto,four-door car,7445,56047,92,0.0,83
809,northeast,m,college,personal auto,two-door car,5761,28919,73,0.0,208
810,northeast,f,doctor,personal auto,four-door car,5367,37707,70,0.0,223
811,northeast,f,college,personal auto,four-door car,6259,37707,83,0.0,254
812,central,m,high school or below,personal auto,two-door car,7624,69900,64,0.0,34
814,northeast,f,bachelor,personal auto,four-door car,7428,78294,92,0.0,181
815,east,f,bachelor,corporate auto,four-door car,5504,37707,73,0.0,350
816,central,m,bachelor,personal auto,two-door car,4665,37707,62,0.0,298
817,west,f,high school or below,personal auto,suv,6022,37707,168,0.0,1477
819,northeast,f,college,corporate auto,suv,4953,21385,127,0.0,610
820,west,m,master,personal auto,two-door car,7780,87128,97,0.0,496
821,central,f,college,personal auto,four-door car,7993,35434,66,0.0,297
825,west,f,college,personal auto,two-door car,4558,37707,65,0.0,312
826,northeast,m,bachelor,corporate auto,four-door car,5528,36088,72,0.0,346
827,northeast,f,college,corporate auto,suv,10391,28948,131,0.0,296
829,northeast,m,high school or below,personal auto,two-door car,5470,67099,69,0.0,23
830,northeast,f,bachelor,personal auto,four-door car,11629,97830,96,0.0,298
831,central,m,college,personal auto,four-door car,10190,37707,101,0.0,727
832,central,f,high school or below,personal auto,four-door car,2733,93558,67,0.0,478
833,central,f,doctor,personal auto,four-door car,4014,37384,99,0.0,475
834,central,m,bachelor,personal auto,four-door car,7120,28227,62,0.0,551
835,central,m,high school or below,corporate auto,two-door car,11773,51008,74,0.0,355
836,west,m,high school or below,personal auto,four-door car,2382,78185,61,0.0,293
837,west,f,bachelor,personal auto,four-door car,5208,37707,74,0.0,533
838,central,m,college,personal auto,four-door car,5019,37707,68,0.0,670
840,east,f,bachelor,corporate auto,four-door car,5800,25472,73,0.0,350
842,northeast,m,college,personal auto,two-door car,7271,20545,70,0.0,336
843,northeast,f,master,personal auto,four-door car,3164,37707,83,0.0,398
844,central,f,college,personal auto,two-door car,2661,35503,67,0.0,216
845,northeast,f,college,personal auto,sports car,14141,58988,118,0.0,566
847,central,m,high school or below,personal auto,two-door car,2200,37707,64,0.0,685
849,central,m,college,special auto,suv,13111,67197,111,0.0,148
852,west,m,high school or below,personal auto,two-door car,2788,34927,70,0.0,242
853,central,m,doctor,personal auto,four-door car,3436,30817,88,0.0,92
854,west,f,bachelor,personal auto,four-door car,2713,31535,70,0.0,91
855,west,f,bachelor,personal auto,four-door car,2867,23376,78,0.0,374
856,west,f,college,corporate auto,four-door car,14590,46244,62,0.0,255
857,central,m,bachelor,personal auto,two-door car,6652,34886,84,0.0,403
858,central,m,high school or below,corporate auto,four-door car,2445,37707,66,0.0,317
860,northeast,m,doctor,personal auto,sports car,10972,24164,137,0.0,658
863,central,f,bachelor,personal auto,four-door car,7227,40153,61,0.0,340
864,central,f,college,personal auto,suv,7857,37707,104,0.0,499
865,northeast,f,master,personal auto,four-door car,5182,97131,64,0.0,307
866,central,f,high school or below,corporate auto,suv,4281,23712,106,0.0,509
867,northeast,f,bachelor,personal auto,four-door car,11513,37707,64,0.0,307
868,central,f,bachelor,personal auto,four-door car,5147,33171,65,0.0,237
870,northeast,f,high school or below,corporate auto,four-door car,2535,37707,68,0.0,326
872,central,m,high school or below,personal auto,four-door car,7349,27072,93,0.0,565
873,west,m,master,personal auto,four-door car,8510,26057,74,0.0,524
874,central,f,high school or below,personal auto,two-door car,4297,66331,107,0.0,514
878,central,f,bachelor,personal auto,suv,10480,78435,130,0.0,554
881,central,m,high school or below,corporate auto,suv,8041,44986,101,0.0,624
882,central,m,college,personal auto,two-door car,6043,25899,79,0.0,569
883,northeast,m,bachelor,personal auto,four-door car,2827,13610,74,0.0,355
885,west,m,bachelor,personal auto,two-door car,2797,77362,70,0.0,387
886,west,m,high school or below,personal auto,suv,4073,96443,102,0.0,490
888,central,m,doctor,personal auto,four-door car,6132,90778,76,0.0,62
889,west,f,high school or below,corporate auto,four-door car,2392,37707,65,0.0,361
890,central,f,master,personal auto,two-door car,3210,78494,79,0.0,122
891,west,f,doctor,special auto,four-door car,2809,83497,69,0.0,197
892,central,m,college,personal auto,four-door car,4363,58842,110,0.0,528
893,central,m,college,personal auto,four-door car,6880,63935,87,0.0,222
