state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount
573,central,m,bachelor,16728,30915,72,2.0,personal auto,four-door car,346
574,central,f,master,5801,48927,72,0.0,personal auto,four-door car,139
575,northeast,f,bachelor,9473,37707,86,0.0,personal auto,four-door car,413
576,central,f,college,10485,61108,89,0.0,personal auto,four-door car,49
577,central,m,master,4387,48015,110,0.0,corporate auto,sports car,528
578,central,m,college,4523,37707,61,0.0,personal auto,four-door car,293
579,central,f,college,5418,57587,68,0.0,personal auto,four-door car,257
580,east,m,master,37707,37707,70,0.0,personal auto,four-door car,336
581,central,f,college,15785,81119,196,0.0,corporate auto,suv,941
582,west,f,bachelor,22110,65724,70,0.0,personal auto,four-door car,15
583,east,m,high school or below,13596,20128,70,2.0,personal auto,four-door car,336
584,northeast,m,high school or below,4756,56146,119,0.0,corporate auto,four-door car,402
585,west,m,bachelor,2447,84658,62,0.0,personal auto,four-door car,45
586,central,f,college,5676,33257,72,1.0,personal auto,four-door car,346
587,east,f,college,7399,37707,101,0.0,personal auto,suv,338
588,northeast,m,college,7308,31115,92,0.0,personal auto,four-door car,442
589,northeast,f,college,32872,78487,117,0.0,personal auto,suv,448
590,northeast,m,bachelor,5229,92472,65,0.0,corporate auto,four-door car,240
591,central,m,high school or below,20701,37707,64,0.0,personal auto,four-door car,461
592,east,m,master,6333,71737,79,0.0,personal auto,two-door car,339
593,west,m,college,4330,60475,107,0.0,personal auto,four-door car,514
594,central,f,bachelor,6293,26577,79,0.0,personal auto,four-door car,74
595,central,m,high school or below,4918,37707,71,0.0,personal auto,two-door car,511
596,west,m,high school or below,5166,43461,64,0.0,personal auto,two-door car,307
597,northeast,m,high school or below,6292,37707,94,0.0,personal auto,two-door car,677
598,northeast,f,master,4583,69085,113,0.0,corporate auto,sports car,472
599,west,m,high school or below,6062,37707,84,0.0,personal auto,four-door car,605
600,east,m,high school or below,4979,37707,71,0.0,personal auto,two-door car,341
601,west,f,college,5831,37707,77,0.0,corporate auto,four-door car,783
602,west,m,high school or below,3743,37707,110,1.0,personal auto,sports car,1273
603,northeast,f,high school or below,3850,37707,106,0.0,personal auto,sports car,763
604,central,f,high school or below,15266,58361,95,0.0,personal auto,four-door car,44
605,central,m,college,5318,74092,67,0.0,personal auto,four-door car,322
606,west,f,college,2375,37707,64,0.0,corporate auto,four-door car,381
607,east,m,college,5533,59768,71,1.0,personal auto,four-door car,341
608,east,m,master,5720,54585,7575,1.0,personal auto,two-door car,341
609,northeast,f,high school or below,4512,37707,125,0.0,corporate auto,suv,900
610,west,f,bachelor,7265,12075,94,0.0,personal auto,four-door car,451
611,west,m,college,8659,62464,109,0.0,personal auto,sports car,400
612,northeast,m,college,5499,22520,73,0.0,personal auto,four-door car,350
613,central,f,high school or below,5599,35012,72,0.0,personal auto,four-door car,346
614,central,f,college,15228,95140,126,0.0,personal auto,sports car,45
615,central,f,high school or below,3645,82477,90,0.0,corporate auto,two-door car,432
616,west,m,master,3693,85871,92,1.0,personal auto,four-door car,113
617,east,f,high school or below,9388,75264,78,0.0,personal auto,four-door car,343
618,east,m,high school or below,31163,83170,97,0.0,personal auto,four-door car,344
619,west,m,high school or below,9284,24314,235,0.0,personal auto,luxury suv,1128
620,northeast,m,master,2551,79751,63,0.0,corporate auto,two-door car,392
621,central,m,high school or below,5812,83318,72,0.0,corporate auto,four-door car,346
622,northeast,f,master,4065,26161,109,0.0,personal auto,sports car,594
623,west,f,bachelor,2841,30473,72,0.0,corporate auto,four-door car,450
624,central,m,college,6832,50472,87,0.0,corporate auto,four-door car,281
625,central,m,master,5202,94186,64,0.0,personal auto,four-door car,135
626,central,m,high school or below,5485,47611,69,0.0,corporate auto,four-door car,594
627,west,m,high school or below,7673,37707,103,0.0,personal auto,four-door car,519
628,northeast,m,high school or below,8272,91245,69,0.0,corporate auto,four-door car,19
629,central,f,high school or below,3331,45944,83,0.0,personal auto,two-door car,183
630,west,f,college,5562,59649,69,1.0,personal auto,four-door car,168
631,northeast,f,bachelor,2453,52785,61,0.0,corporate auto,two-door car,46
632,northeast,f,high school or below,7920,59648,66,0.0,personal auto,four-door car,317
633,northeast,f,college,3861,93272,95,0.0,corporate auto,four-door car,281
634,central,m,bachelor,5765,22134,72,0.0,corporate auto,four-door car,446
635,east,f,high school or below,2594,37707,72,0.0,personal auto,four-door car,346
636,central,m,master,2882,87798,71,0.0,personal auto,two-door car,204
637,west,m,bachelor,2213,37707,63,0.0,personal auto,four-door car,306
638,west,f,master,9430,43811,117,0.0,personal auto,sports car,571
639,west,f,college,6239,37707,91,0.0,corporate auto,two-door car,655
640,central,f,bachelor,7669,92456,95,0.0,special auto,four-door car,456
641,west,f,high school or below,13771,59207,116,0.0,personal auto,four-door car,557
642,west,f,high school or below,2743,64519,69,1.0,corporate auto,four-door car,331
643,northeast,f,high school or below,13467,11432,119,0.0,personal auto,suv,571
644,central,f,college,8858,37707,80,0.0,personal auto,two-door car,81
645,west,m,high school or below,8485,32607,111,1.0,corporate auto,suv,533
646,central,f,high school or below,7745,26444,196,0.0,personal auto,luxury car,941
647,northeast,f,high school or below,5895,39381,74,1.0,personal auto,four-door car,355
648,central,m,college,5771,37707,83,0.0,personal auto,four-door car,946
649,northeast,m,high school or below,5261,90217,66,1.0,personal auto,four-door car,317
650,northeast,m,high school or below,2404,24248,70,3.0,personal auto,four-door car,336
651,central,m,bachelor,9125,99368,113,0.0,personal auto,four-door car,82
652,central,f,high school or below,26181,68189,82,1.0,special auto,four-door car,343
653,central,f,master,15641,32370,130,0.0,corporate auto,suv,488
654,central,f,master,2574,34990,65,0.0,personal auto,four-door car,43
655,west,f,high school or below,5320,25714,67,0.0,personal auto,two-door car,322
656,northeast,m,college,7496,61091,95,0.0,personal auto,two-door car,410
657,central,m,college,12175,88184,104,3.0,personal auto,four-door car,240
658,west,f,college,2606,60252,65,0.0,personal auto,four-door car,182
659,northeast,m,college,2707,80985,67,0.0,personal auto,four-door car,125
660,east,f,college,2795,39783,72,0.0,personal auto,two-door car,346
661,west,m,high school or below,8819,99845,110,1.0,personal auto,suv,528
662,east,f,bachelor,5346,37707,72,0.0,personal auto,four-door car,346
663,northeast,f,college,8170,40803,71,3.0,personal auto,four-door car,123
664,northeast,f,college,7709,71134,98,3.0,personal auto,two-door car,196
665,central,m,bachelor,5528,36088,72,0.0,personal auto,four-door car,346
666,central,m,college,12128,29431,103,0.0,personal auto,suv,238
667,east,m,bachelor,5528,36088,72,0.0,personal auto,four-door car,346
668,northeast,m,college,6797,17937,65,0.0,personal auto,two-door car,312
669,central,f,bachelor,2867,23376,78,0.0,personal auto,four-door car,374
670,west,f,doctor,2396,21986,63,0.0,personal auto,two-door car,334
671,central,f,bachelor,7094,23032,89,0.0,corporate auto,four-door car,427
672,northeast,f,college,4128,32114,104,0.0,corporate auto,suv,445
673,west,m,bachelor,4047,13330,117,0.0,corporate auto,suv,562
674,west,f,college,4869,44934,61,0.0,personal auto,four-door car,358
675,northeast,f,college,2902,96137,73,2.0,corporate auto,two-door car,67
676,northeast,f,college,4283,40864,109,1.0,personal auto,suv,167
677,west,f,college,7750,22668,67,1.0,personal auto,four-door car,34
678,northeast,m,college,6627,90751,82,1.0,personal auto,two-door car,316
679,northeast,m,college,7475,44186,64,2.0,personal auto,four-door car,295
680,northeast,m,college,5561,92678,70,0.0,personal auto,four-door car,35
681,central,f,bachelor,6098,74257,76,0.0,personal auto,four-door car,215
682,west,m,bachelor,2860,99981,71,0.0,special auto,four-door car,205
683,central,m,college,5994,37707,91,0.0,personal auto,four-door car,655
684,central,f,college,5635,19591,74,0.0,personal auto,two-door car,96
685,west,f,college,5067,29095,127,0.0,personal auto,suv,664
686,northeast,f,bachelor,2263,37707,62,0.0,corporate auto,four-door car,390
687,central,m,master,14436,60880,119,0.0,corporate auto,two-door car,110
688,central,f,bachelor,4928,61785,61,0.0,personal auto,two-door car,271
689,northeast,m,bachelor,12037,44428,104,0.0,special auto,suv,499
690,west,m,high school or below,8565,95697,107,0.0,personal auto,sports car,178
691,west,f,bachelor,2362,18064,63,2.0,personal auto,four-door car,183
692,west,m,high school or below,5566,74720,70,0.0,personal auto,two-door car,201
693,west,f,bachelor,5147,22594,67,0.0,personal auto,four-door car,322
694,central,f,bachelor,2938,40987,73,0.0,personal auto,four-door car,329
695,central,m,high school or below,14433,24561,126,0.0,personal auto,suv,853
696,west,f,college,13027,76456,83,1.0,personal auto,four-door car,43
697,west,m,college,2452,65828,62,0.0,personal auto,four-door car,298
698,northeast,f,college,4662,37707,68,1.0,personal auto,four-door car,490
699,central,f,bachelor,5600,63621,70,0.0,personal auto,four-door car,445
700,central,m,college,4016,10074,107,0.0,corporate auto,suv,109
701,northeast,f,college,22196,78965,183,0.0,personal auto,luxury car,146
702,central,f,college,7343,37707,68,0.0,personal auto,four-door car,479
703,central,m,bachelor,4805,23604,64,0.0,corporate auto,two-door car,461
704,northeast,f,college,2736,99205,68,0.0,personal auto,two-door car,323
705,central,m,college,6941,37707,92,0.0,personal auto,two-door car,442
706,west,f,bachelor,2396,37707,66,2.0,corporate auto,four-door car,433
707,central,f,college,5381,55350,67,0.0,personal auto,four-door car,322
708,northeast,m,college,8433,21052,111,0.0,corporate auto,suv,454
709,northeast,f,high school or below,7557,37707,69,0.0,personal auto,four-door car,497
710,central,m,high school or below,7787,24664,69,0.0,corporate auto,four-door car,497
711,central,m,college,4788,45225,124,0.0,corporate auto,sports car,209
712,west,m,college,9708,30430,86,0.0,special auto,four-door car,426
713,west,f,bachelor,2552,35149,64,0.0,personal auto,two-door car,120
714,west,m,bachelor,5223,16513,71,0.0,personal auto,four-door car,341
715,central,m,high school or below,5010,10892,66,0.0,personal auto,four-door car,317
716,east,m,high school or below,5608,67176,72,0.0,personal auto,four-door car,346
717,northeast,m,college,4458,54704,113,0.0,personal auto,suv,468
718,northeast,m,doctor,8201,25381,71,0.0,personal auto,four-door car,341
719,northeast,f,high school or below,2746,37707,74,0.0,personal auto,four-door car,355
720,northeast,f,bachelor,10216,18150,67,0.0,corporate auto,four-door car,220
721,west,m,bachelor,2454,29735,69,0.0,personal auto,four-door car,331
722,central,f,college,5873,77156,73,0.0,personal auto,four-door car,446
723,northeast,f,college,3119,88782,78,0.0,personal auto,four-door car,358
724,west,f,college,5569,51489,139,0.0,personal auto,suv,237
725,west,f,bachelor,9030,16972,125,0.0,personal auto,suv,600
726,west,m,bachelor,7592,99359,95,0.0,personal auto,two-door car,233
727,central,m,college,2255,58289,62,4.0,personal auto,two-door car,298
728,northeast,f,doctor,32614,45173,268,0.0,personal auto,luxury car,1286
729,west,f,bachelor,9446,93246,78,0.0,personal auto,two-door car,42
730,central,m,high school or below,6804,43758,171,0.0,corporate auto,suv,1130
731,northeast,m,bachelor,9766,75651,81,0.0,personal auto,four-door car,375
732,central,f,doctor,7295,37707,67,0.0,personal auto,four-door car,322
733,northeast,f,doctor,5683,36938,70,0.0,special auto,four-door car,245
734,west,m,bachelor,6333,50843,82,0.0,personal auto,two-door car,394
735,west,f,bachelor,4917,21907,62,0.0,personal auto,four-door car,3
736,west,f,bachelor,4798,77846,119,0.0,personal auto,sports car,342
737,east,m,bachelor,5644,41043,72,0.0,personal auto,four-door car,346
738,central,f,high school or below,9247,97030,76,0.0,corporate auto,four-door car,417
739,northeast,m,high school or below,7323,80864,182,0.0,personal auto,luxury suv,618
740,central,f,college,8276,48197,106,0.0,personal auto,four-door car,509
741,west,m,doctor,5635,70837,73,4.0,personal auto,four-door car,363
742,central,m,high school or below,14970,85297,93,0.0,special auto,two-door car,620
743,northeast,f,master,9336,70177,115,0.0,personal auto,four-door car,226
744,central,m,college,48357,52499,138,0.0,personal auto,suv,1172
745,northeast,m,college,5687,63143,71,0.0,corporate auto,four-door car,341
746,northeast,m,bachelor,8623,97361,73,0.0,personal auto,four-door car,350
747,central,m,high school or below,5080,50052,130,0.0,personal auto,sports car,624
748,central,f,bachelor,5623,11612,71,0.0,personal auto,four-door car,341
749,central,f,high school or below,5270,78115,65,0.0,personal auto,four-door car,255
750,west,f,master,8621,81947,71,0.0,personal auto,two-door car,204
751,northeast,m,college,7918,44698,211,4.0,personal auto,luxury car,1013
752,west,f,high school or below,21034,26876,66,0.0,personal auto,four-door car,219
753,northeast,f,college,15418,69841,192,0.0,personal auto,luxury suv,879
754,northeast,f,high school or below,8693,97768,72,0.0,personal auto,two-door car,152
755,northeast,m,high school or below,6503,37707,187,0.0,personal auto,luxury car,1589
756,east,f,high school or below,2396,39062,61,0.0,corporate auto,two-door car,347
757,northeast,f,bachelor,5915,50217,74,0.0,personal auto,two-door car,355
758,east,f,bachelor,2248,24910,63,1.0,personal auto,four-door car,348
759,central,m,college,6827,37707,68,0.0,personal auto,two-door car,490
760,northeast,f,doctor,3982,38500,99,1.0,corporate auto,four-door car,423
761,central,f,high school or below,2888,62018,71,0.0,personal auto,two-door car,294
762,northeast,f,college,2252,37707,65,0.0,personal auto,two-door car,468
763,west,m,master,8459,57394,106,0.0,personal auto,four-door car,316
764,west,m,bachelor,7478,23530,65,0.0,corporate auto,two-door car,312
765,west,f,high school or below,3789,48887,95,0.0,personal auto,four-door car,456
766,northeast,f,master,5221,68867,129,0.0,personal auto,suv,619
767,west,f,college,7130,12062,63,0.0,corporate auto,four-door car,302
768,central,m,college,8514,59230,107,0.0,personal auto,suv,245
769,central,f,bachelor,5660,59586,72,0.0,personal auto,four-door car,91
770,east,f,bachelor,2638,79699,65,0.0,personal auto,two-door car,349
771,central,f,bachelor,5319,25134,67,0.0,personal auto,four-door car,322
772,northeast,f,college,4160,37707,61,0.0,personal auto,four-door car,293
773,northeast,f,college,2237,37707,61,0.0,personal auto,four-door car,293
